customer_unique_id,total_orders,total_spend,avg_order_value,avg_payment_installments,avg_review_score,category_diversity,recency_days,most_common_category,customer_city,customer_state,review_comment_message
000de6019bb59f34c099a907c151d855,1,514.88,257.44,4.0,2.0,1,376,bed_bath_table,sao sebastiao,SP,A loja recomendo mas não o produto que escolhi. Desejo ser ressarcido. Lençol de sétimo áspero só de por aí mão nem tirei da embalagem.  | A loja recomendo mas não o produto que escolhi. Desejo ser ressarcido. Lençol de sétimo áspero só de por aí mão nem tirei da embalagem. 
000e309254ab1fc5ba99dd469d36bdb4,1,78.42,39.21,1.0,3.0,1,65,fashion_underwear_beach,valparaiso de goias,GO,
000ec5bff359e1c0ad76a81a45cb598f,1,27.75,27.75,1.0,5.0,1,8,home_appliances,salto de pirapora,SP,Super recomendo. Entregaram antes do prazo otimo
000ed48ceeb6f4bf8ad021a10a3c7b43,1,20.75,20.75,1.0,5.0,1,100,computers_accessories,sao paulo,SP,
000fbf0473c10fc1ab6f8d2d286ce20c,1,1449.52,362.38,1.0,5.0,2,34,musical_instruments,indaiatuba,SP,
0010a452c6d13139e50b57f19f52e04e,1,325.93,325.93,10.0,1.0,1,414,home_confort,taquara,RS,Ainda não abri a embalagem! 
0010fb34b966d44409382af9e8fd5b77,1,61.8,61.8,6.0,4.0,1,176,bed_bath_table,sao paulo,SP,
001147e649a7b1afd577e873841632dd,1,424.32,212.16,1.0,4.0,1,362,housewares,maringa,PR,
00115fc7123b5310cf6d3a3aa932699e,1,76.11,76.11,1.0,4.0,1,584,sports_leisure,brasilia,DF,
0011805441c0d1b68b48002f1d005526,1,297.14,297.14,10.0,3.0,1,492,computers_accessories,goianesia do para,PA,
0011857aff0e5871ce5eb429f21cdaf5,1,192.83,192.83,3.0,5.0,1,427,luggage_accessories,santo andre,SP,Entregue bem antes do prazo.. Super recomendo!!!
0011c98589159d6149979563c504cb21,1,117.94,117.94,5.0,5.0,1,389,small_appliances,campos altos,MG,Adoro comprar na lannister. Entrega super rápida. Recomendo.
0012929d977a8d7280bb277c1e5f589d,1,155.65,155.65,1.0,1.0,1,315,watches_gifts,canoas,RS,
0014a5a58da615f7b01a4f5e194bf5ea,1,99.82,99.82,3.0,5.0,1,222,health_beauty,sao paulo,SP,
0015752e079902b12cd00b9b7596276b,1,149.64,74.82,3.0,5.0,1,26,luggage_accessories,sao paulo,SP,
00172711b30d52eea8b313a7f2cced02,1,122.07,122.07,2.0,4.0,1,32,stationery,jequie,BA,Recebi o produto. É de ótima qualidade. Só o cadeado que acompanha o produto que veio com defeito. 
00191a9719ef48ebb5860b130347bf33,1,58.86,58.86,2.0,3.0,1,497,bed_bath_table,jarinu,SP,
001926cef41060fae572e2e7b30bd2a4,1,182.42,91.21,1.0,4.0,2,377,computers_accessories,nova canaa do norte,MT,
001928b561575b2821c92254a2327d06,1,329.62,164.81,6.0,2.0,2,4,bed_bath_table,sao paulo,SP,Não recebi a capa De sofá. Estou aguardando e não estou informada de quando virá | Não recebi a capa De sofá. Estou aguardando e não estou informada de quando virá
00196c4c9a3af7dd2ad10eade69c926f,1,37.58,37.58,1.0,5.0,1,32,computers_accessories,vinhedo,SP,
00196fdb2bf9edfc35e88ebfbcf8d781,1,27.0,27.0,1.0,3.0,1,187,electronics,canoas,RS,
0019da6aa6bcb27cc32f1249bd12da05,1,87.71,87.71,1.0,1.0,1,199,housewares,limeira,SP,"Sendo um produto de cerâmica, é frágil. Ao desembalar, já apresentava sinal de batida e trincas. Pedi devolução e estou aguardando contato. Necessário, além do plástico bolha, espuma na embalagem."
0019e8c501c85848ac0966d45226fa1d,1,197.27,197.27,2.0,5.0,1,120,sports_leisure,cuiaba,MT,"Entregou antes do prazo 
Excelente "
001a2bf0e46c684031af91fb2bce149d,1,36.73,36.73,1.0,4.0,1,425,housewares,sao paulo,SP,
001a34eb30ecb8e3aacb07c475ca4dd1,1,161.71,161.71,1.0,5.0,1,48,housewares,sao paulo,SP,
001a3a8e11d76c9a366c31a4aa2cc529,1,24.23,24.23,1.0,5.0,1,100,electronics,porto alegre,RS,
001ae5a1788703d64536c30362503e49,1,135.08,135.08,1.0,5.0,1,264,garden_tools,volta redonda,RJ,
001deb796b28a3a128d6113857569aa4,1,63.33,63.33,6.0,4.0,1,67,housewares,rio de janeiro,RJ,
001f3c4211216384d5fe59b041ce1461,1,35.84,35.84,3.0,3.0,1,527,housewares,sao paulo,SP,
002043098f10ba39a4600b6c52fbfe3c,1,237.81,237.81,4.0,4.0,1,520,office_furniture,aracaju,SE,
002311514717ca8b65b09a26cdf7b91a,1,124.32,124.32,2.0,5.0,1,63,auto,guarulhos,SP,Muito bom
0023557a94bef0038066b5d1b3dc763e,1,107.44,107.44,2.0,3.0,1,153,auto,potirendaba,SP,
002471155ecd08d208d1376720e2a907,1,92.18,92.18,3.0,5.0,1,20,housewares,itajai,SC,
00256bf7b05c08f6a5849df3d0a64f1f,1,57.73,57.73,1.0,3.0,1,88,furniture_decor,sao paulo,SP,
0025795df7a7d077c4c90162fa820085,1,428.16,214.08,3.0,1.0,1,36,stationery,sao paulo,SP,"Não um telefone onde podemos falar sobre o deu errado, e por email não obtive resposta | Não um telefone onde podemos falar sobre o deu errado, e por email não obtive resposta"
0027324a96d26a2bc7d69262f83c8403,1,46.78,46.78,2.0,5.0,1,157,perfumery,sao jose dos campos,SP,"Chegou antes do prazo, produto bem acabado, adorei o tamanho pois achei que fosse menor, fiquei super satisfeita com a compra."
0028a7d8db7b0247652509358ad8d755,1,354.87,177.435,1.0,3.0,1,258,office_furniture,valinhos,SP,
0028cfeb9dfcd3628a56d5b6400deef5,1,118.2,118.2,1.0,5.0,1,234,electronics,serrana,SP,Muito bom chegou até ates do que eu esperava
00293787e2aec37a9c253b63fdfe2049,1,515.74,257.87,1.0,3.0,1,306,health_beauty,rio de janeiro,RJ,Comprei 2 produtos na loja e só recebi 1 estou aguardando o outro produto. Confesso que não entendi | Comprei 2 produtos na loja e só recebi 1 estou aguardando o outro produto. Confesso que não entendi
002aba8c1af80acacef6e011f9f23262,1,217.74,217.74,3.0,1.0,1,183,construction_tools_construction,mangaratiba,RJ,
002ae492472e45ad6ebeb7a625409392,1,437.32,218.66,4.0,3.0,1,324,health_beauty,brasilia,DF,"São dois pedidos, na mesma loja. Mas so chegou um. | São dois pedidos, na mesma loja. Mas so chegou um."
002b4cd83fabaffaa475f78ea5ef3e08,1,64.42,64.42,1.0,2.0,1,574,fashion_bags_accessories,sao sebastiao do paraiso,MG,entregue corretamente
002bdeb33da5b1b3ce8b9c822f749c82,1,38.09,38.09,1.0,5.0,1,266,health_beauty,palhoca,SC,"Quanto a loja, perfeito. Entregue no prazo e tudo OK com o produto. Com relação ao produto, não testei ainda, mas parece de boa qualidade."
002cdf87d4c03f08f7eb4551a923affc,1,228.67,228.67,10.0,1.0,1,301,office_furniture,hortolandia,SP,entrega muito atrasada.
002d3bd901608f67c3fc11eaaa842b13,1,28.76,28.76,1.0,4.0,1,225,drinks,santo andre,SP,
002d71b244beb91ca7030b15ab526446,1,130.56,130.56,1.0,5.0,1,463,books_general_interest,santa cruz do rio pardo,SP,entregue antes do prazo
002da6dde369f6a8b4c999ed61eb5a87,1,52.38,52.38,1.0,5.0,1,139,housewares,sao paulo,SP,Compra rápida!Produto conforme anunciado e entrega antes do prazo!
002eb8b96288f3804e21d2777ac29895,1,137.99,137.99,6.0,5.0,1,403,health_beauty,betim,MG,
002ed12115742033f015cb3c269ccf68,1,109.79,109.79,3.0,5.0,1,211,electronics,santo andre,SP,Eficientes
002ef00822613c94613e60e03b169fef,1,114.04,114.04,6.0,4.0,1,195,bed_bath_table,pitanga,PR,
002feefec5af0a3b26ee7839c66d205e,1,77.57,77.57,1.0,1.0,1,304,garden_tools,rio de janeiro,RJ,"Comprei o produto, paguei frete e o mesmo se encontra no correio para eu buscar. Um absurdo! Paguei o frete para receber o produto em casa. "
003035f5ec76f2220098377482de93c9,1,62.47,62.47,3.0,5.0,1,365,consoles_games,divinopolis,MG,
003162bf0351f47a1a247992b8b9b42d,1,536.6,536.6,10.0,5.0,1,45,books_general_interest,serra,ES,
00324c9f4d710e7bac5c5ba679714430,1,109.78,54.89,4.0,5.0,1,433,housewares,paraiso do tocantins,TO,
0032c76b20340da25249092a268ce66c,1,144.94,144.94,1.0,4.0,1,692,toys,charqueada,SP,"gostei do preço, e um produto com selo do Inmetro pra criança 1 á 4 anos. "
0032ca69771a7758ce643258bb9e4ac7,1,62.45,62.45,2.0,5.0,1,43,furniture_living_room,sao paulo,SP,
0033f4a2887e07e25aa1204d482f41ba,1,425.04,425.04,1.0,5.0,1,64,cool_stuff,salvador,BA,
00344274804f3b8003de1b0562ae01df,1,226.23,226.23,5.0,3.0,1,51,health_beauty,afranio,PE,
0034c76b7e6a17d738375b99afc2f01e,1,44.23,44.23,1.0,5.0,1,113,home_appliances,paraisopolis,MG,Recebi o produto corretamente e dentro do prazo definido.
0035029989e6fc5cf030918a5f9f2037,1,1092.24,546.12,1.0,5.0,1,109,luggage_accessories,sao paulo,SP,Mala de muito boa qualidade! | Mala de muito boa qualidade!
003650b504826ea534e02eba0ab58dd5,1,21.77,21.77,2.0,4.0,1,224,perfumery,sao paulo,SP,Ainda não tenho nem uma opinião específico só achei bem pouquinho o conteúdo mais de certa forma eu já sabia. 
0036a074f98b80c4f1fc33dbbcf9c552,1,42.62,42.62,1.0,5.0,1,474,housewares,santa rosa,RS,OTIMO PRODUTO
0036b4a3d09ad551a5188c2e374da402,1,162.77,162.77,10.0,4.0,1,384,furniture_decor,maringa,PR,
0036d365b138cc0ee06bed755bcb5044,1,109.5,109.5,1.0,5.0,1,210,christmas_supplies,pindobacu,BA,entregou antes do prazo.super recomendo 
00370dfde3d012c420d29657afc2fc8b,1,237.0,237.0,1.0,4.0,1,212,cool_stuff,candelaria,RS,
00377a18050b898b93e2c774be9947db,1,65.78,65.78,1.0,2.0,1,277,health_beauty,cuiaba,MT,
0037aa56b017c105c3a9d47af71fff98,1,443.73,443.73,2.0,3.0,1,214,auto,belo horizonte,MG,
0037d2bbb9ebc39d9114aea27ee16d72,1,143.73,143.73,1.0,5.0,1,520,furniture_decor,sao paulo,SP,"Não tenho nada a reclamar, os dois produtos que eu comprei de vocês estão entregues dentro do prazo. "
0037eb1ff742ee2e71ba887f65f3c6f3,1,228.79,228.79,5.0,5.0,1,412,housewares,jaboatao dos guararapes,PE,
003800162424b7b5b3d75c9cf22a66e7,1,107.81,107.81,2.0,5.0,1,149,garden_tools,feira de santana,BA,"Eu me surpreendi com a rapidez da entrega do produto! Em quatro dias eu já estava com ele em mãos!! Além disso, o produto veio bem embalado, e em perfeito estado. Recomendo para reparos domésticos."
00391594070baf8603f5fdc1d0c6a48c,1,119.32,119.32,1.0,3.0,1,23,computers_accessories,aracatuba,SP,Faltou orientações mais detalhadas sobre a instalação
003a5571a07dcf09bf117d13d2980ba3,1,181.82,181.82,2.0,5.0,1,35,baby,salvador,BA,
003a7a8eb096ed3cbf713d2def1ca701,1,157.46,157.46,1.0,5.0,1,15,garden_tools,sao domingos do maranhao,MA,
003ac9408252444b489b1bfc013f5f8c,1,36.98,36.98,1.0,5.0,1,165,furniture_decor,tapirai,SP,Chegou bem antes do prazo dado e o produto é excelente ... Eu recomendo !!!!!!
003ae409f37c3c30cb1c974af3a42692,1,216.32,216.32,1.0,3.0,1,14,pet_shop,lagoa santa,MG,
003c2067070f5b3d923235b1ea1cc17b,1,147.38,147.38,1.0,3.0,1,22,sports_leisure,aiuaba,CE,"bom dia... recebi meu segundo produto comprado nessa loja, porem o primeiro estava bem embalado e nos conformes, mas o segundo estava com o lacre abaixo da tampa aberto."
003c457932a554e4df13834237b1ed00,1,142.51,142.51,1.0,5.0,1,236,bed_bath_table,sorocaba,SP,otimo
003d56767e53e08671de00da3fba8d40,1,178.59,178.59,8.0,5.0,1,271,bed_bath_table,itajuba,MG,"Apesar de ter sido entregue dentro do prazo o mesmo poderia ser menor, muito tempo desde a compra até o recebimento."
003db7adfcdc49857b095a50191b6c9d,1,542.66,542.66,10.0,4.0,1,119,books_general_interest,suzano,SP,
003e28cb6fab8a0901bff9229612375f,1,137.26,137.26,1.0,5.0,1,534,toys,curitiba,PR,
003e2af81ea3c72fbdd093f07724a4de,1,127.48,63.74,2.0,4.0,1,134,health_beauty,sao paulo,SP,
003f4901fdb60ae9c1e2538b84c208e1,1,162.79,162.79,2.0,5.0,0,282,,brasilia,DF,Chegou muito rápido 
003fb95e849e71e732629d94bb92762f,1,77.59,77.59,4.0,5.0,1,30,bed_bath_table,bebedouro,SP,
003fee4ca17927283128c7ddc6f9311b,1,103.47,103.47,1.0,3.0,1,113,sports_leisure,nova friburgo,RJ,
004177f7bf62929186b32c7fdaa6157b,1,867.96,433.98,1.0,1.0,1,313,office_furniture,rio de janeiro,RJ,COMPREI 2 PRODUTOS E SÓ ME ENTREGARAM ATE AGORA NÃO TIVE RESPOSTA SOBRE O OUTRO PRODUTO! | COMPREI 2 PRODUTOS E SÓ ME ENTREGARAM ATE AGORA NÃO TIVE RESPOSTA SOBRE O OUTRO PRODUTO!
004256f082951ec189a4962b6788c214,1,259.15,259.15,1.0,5.0,1,159,telephony,sao paulo,SP,
004288347e5e88a27ded2bb23747066c,2,354.37,177.185,2.0,5.0,2,227,cool_stuff,nova iguacu,RJ,"Amei a bolsa,ótima qualidade e lindas.  | Maravilhoso,amei e chegou antes do prazo !"
0042dcca0ae57aaec6e808edc31a2d48,1,85.04,85.04,3.0,4.0,1,270,health_beauty,maceio,AL,
0042dfa8925d6eb23e471ec350454f04,1,62.91,62.91,1.0,5.0,1,34,baby,sumare,SP,Obrigada
0043d65f8039b4a4d43bc7b0f450ac2c,1,64.42,64.42,3.0,5.0,1,496,bed_bath_table,belo horizonte,MG,
00444f48f6c9b55657e49435ce3a97ca,1,52.38,52.38,4.0,4.0,1,445,computers_accessories,uberlandia,MG,
00446a03d7a34d191507c9e42870d0a5,1,128.95,128.95,8.0,5.0,1,540,bed_bath_table,sao paulo,SP,
004493e0b0a37317d25665d340c0677d,1,83.32,83.32,3.0,3.0,1,83,toys,rio de janeiro,RJ,
0045e9ad4d6c85d2323a7ab374b76183,1,24.13,24.13,1.0,5.0,1,70,housewares,barbacena,MG,
0046311f458d8041b00063cb99482903,1,112.33,112.33,4.0,5.0,1,392,toys,sao paulo,SP,
0047f3e16441284d757a8963344f6c59,1,76.18,76.18,1.0,4.0,1,366,pet_shop,lencois paulista,SP,"Estou usando o produto há uma semana e por hora estou gostando bastante. Veio antes do prazo, satisfez as necessidades do que precisava para o pet, um golden."
0048706e497cfba0b689e1e3497bc99e,1,82.65,82.65,3.0,4.0,1,13,health_beauty,jaboticabal,SP,
0048a779a98a7848514096ff04046079,1,41.04,41.04,2.0,5.0,1,21,home_construction,contagem,MG,
0049a16516d38fc2246696172a257f16,1,32.77,32.77,3.0,5.0,1,243,telephony,sao paulo,SP,
0049dadc30da6a277c1e9d371df5a66f,1,26.01,26.01,1.0,3.0,1,441,housewares,brasilia,DF,"Só não gostei porque o prazo de entrega é muito longo, acabei comprando mesmo assim por falta de alternativa de frete mais rápido."
0049db44bfd6cee26ac9c649329ff6ea,1,218.08,109.04,1.0,2.0,1,540,furniture_decor,piracicaba,SP,
0049ec2d7a5818d0e4b3f4735cec2458,1,44.18,44.18,1.0,5.0,1,41,telephony,londrina,PR,
004a432489f6630c6dfd3fc4454603f5,1,84.01,84.01,1.0,5.0,0,256,,curitiba,PR,
004b45ec5c64187465168251cd1c9c2f,1,49.85,49.85,1.0,5.0,1,94,furniture_decor,maceio,AL,
004b9b1634b7becda8eec4e96bced882,1,158.74,158.74,1.0,5.0,1,24,sports_leisure,santo andre,SP,Recomendo 
004d17fa2cb102a7c4817f040c884e59,1,39.78,39.78,1.0,5.0,1,197,health_beauty,sao paulo,SP,
004df63539fd5e38d4b0a0506de7549c,1,993.55,993.55,10.0,3.0,1,44,watches_gifts,castanhal,PA,Ótimo produto entregue no prazo 
004ed862ea4e55f18868d3d782d10879,1,109.29,109.29,1.0,3.0,1,387,luggage_accessories,sao bernardo do campo,SP,
004f84d065096f3cedd26cf0adc80b9d,1,378.16,189.08,8.0,4.0,1,125,office_furniture,campinas,SP,
00504b68faa074d0f40adcb4f7727f71,1,397.4,198.7,3.0,3.0,1,17,bed_bath_table,mendes,RJ,"os produtos comparados form entregues antes do prazo.
Mas o valor do frete esta muito alto. | os produtos comparados form entregues antes do prazo.
Mas o valor do frete esta muito alto."
0050dcff37f8b9ff611d245e30572b46,1,68.22,68.22,1.0,5.0,1,119,health_beauty,santiago,RS,
00522457bba00bba576a34fd9b4808fd,1,127.98,127.98,2.0,5.0,1,515,furniture_living_room,sao paulo,SP,PRODUTO ENTREGUE NO PRAZO E CORRETAMENTE.
005226be8d5b972d0f72b4e8a79f322b,1,1600.51,1600.51,10.0,5.0,1,149,home_appliances_2,rio de janeiro,RJ,
00539155ce68fbe677934aebdb17e09b,1,58.25,58.25,1.0,4.0,1,122,furniture_decor,sao paulo,SP,
00543330561a9088f8b3879114a7b008,1,73.96,73.96,1.0,5.0,1,277,computers_accessories,esplanada,BA,tudo ok
0055b522bc89cbfbf376d8b59a628470,1,364.75,364.75,1.0,5.0,1,543,small_appliances,fortaleza,CE,Estou satisfeito.
0055bbb9c95f6acb8db89d1f6c316407,1,83.23,83.23,1.0,5.0,1,196,books_general_interest,criciuma,SC,
0056c2dd794a5eede6164dcae635875a,1,171.88,171.88,6.0,5.0,1,20,housewares,pirapora,MG,"Muito bom de alta qualidade, superou minhas expectativas "
0056f26cb8f20916c3baa0e39fc30709,1,109.23,109.23,3.0,5.0,1,151,bed_bath_table,osasco,SP,Maravilhoso.
005754cb59f8ee5cdbb5cda9d138757e,1,516.76,258.38,4.0,5.0,1,39,health_beauty,macae,RJ,
00575b2023dedcc0f3e81a938834689b,1,32.38,32.38,1.0,4.0,1,297,electronics,nossa senhora das gracas,PR,
0057f64bff87f4698b4cbd338d62a2a8,1,82.86,82.86,3.0,4.0,1,8,furniture_decor,sao paulo,SP,
0058e7db269cc11558913b42beb115d0,1,78.88,78.88,1.0,4.0,1,103,furniture_decor,campinas,SP,
0058f300f57d7b93c477a131a59b36c3,1,96.02000000000001,48.010000000000005,1.0,5.0,1,159,luggage_accessories,salvador,BA,Muito bom  | Muito bom 
0059acd36094bf670ec8b21be6c0044c,1,46.69,46.69,1.0,5.0,1,442,electronics,cachoeira de minas,MG,
005d8faa4cf789cf52fb880a8569880a,1,89.25,89.25,1.0,5.0,1,110,bed_bath_table,brasilia,DF,Travesseiro gostoso. Posso vir a comprar novamentw
005e32bc930906dc6b65fb9d11cce3e2,1,49.6,49.6,4.0,5.0,1,359,housewares,picada cafe,RS,
005ee3e015ec18092d7782e507cf68fe,1,187.96,187.96,4.0,4.0,1,332,sports_leisure,rio branco,AC,"FOI MUITO BOM COMPRA COM VCS,FIQUEI MUITO SATISFEITO COM AGILIDADE DA ENTREGA E ATENDIMENTO OBRIGADO."
005f060d4223956c62b64e9567a36f0f,1,777.68,777.68,8.0,3.0,1,98,watches_gifts,jundiai,SP,
005f4b46e70bbd3295a38e2fd28d6566,1,63.9,63.9,1.0,4.0,1,300,bed_bath_table,rio de janeiro,RJ,
005f6fa02633470267dcd1e3ecd0fa79,1,272.04,272.04,4.0,5.0,1,33,furniture_decor,matao,SP,
005ff4ebe100db3eebbe6f7b19a8f99a,1,236.81,236.81,4.0,5.0,1,349,office_furniture,sao paulo,SP,Acredito que se as entregas ocorressem através de empresas de logística privadas chegariam com mais agilidade.
006031108b00e5f73b2426a50b50f9c0,1,204.83,204.83,10.0,5.0,1,360,bed_bath_table,sao paulo,SP,
00605a8897ed9ad73b5c93bebad2541a,1,31.13,31.13,1.0,5.0,1,156,baby,campos dos goytacazes,RJ,Mais uma vez o atendimento da stark foi excelente.
00626f29f9b57d3ef7c1739ff03e944e,1,154.53,154.53,1.0,5.0,1,140,cool_stuff,teresina,PI,
0062adafa3846d9f372d8f1bde591b24,1,149.87,149.87,1.0,5.0,1,185,health_beauty,sao paulo,SP,
0063817060d662048ed08bccecaf45d5,1,142.76,71.38,1.0,5.0,1,229,telephony,matupa,MT,
0064a1b5f5cddd047c987b988a90c8c1,1,1076.8,269.2,1.0,5.0,1,180,garden_tools,marilia,SP,
0064c96f536ac6250275482221834154,1,65.33,65.33,1.0,4.0,1,69,housewares,santana de parnaiba,SP,"Toalheiro simples, mas muito bom.
"
00651d97d964127ccfc0e2e55464876d,1,23.72,23.72,1.0,1.0,1,183,auto,campinas,SP,"recebi o produto antes mesmo do prazo, porem o mesmo não funciona."
0065f6fb341f013a95a8e11cdc98d07a,1,119.32,119.32,2.0,4.0,1,324,pet_shop,sao paulo,SP,
0065f7795a38381973a373c8b4939679,1,31.22,31.22,1.0,4.0,1,52,stationery,porto alegre,RS,
0066b328e72fd82fd7420bf849c0e8b4,1,94.35,94.35,1.0,4.0,1,359,sports_leisure,osasco,SP,"O tamanho G ta pequeno , ele é G adulto ou infantil ?"
0067d2652c12515146721538868bbd80,1,190.28,190.28,1.0,5.0,1,71,baby,blumenau,SC,"Muito bom de boa qualidade ,chegou antes do prazo e as bolsas são grandes cabe bastante coisa .vai ser muito útil na chegada do meu bebe obrigada lojas lannister?"
0068bd2e9e76c018846dbc6e2bec5ac5,1,79.51,79.51,1.0,5.0,1,64,bed_bath_table,sao paulo,SP,"Lençol e fronhas de ótima qualidade ,já lavei inclusive e não houve problemas na coloração ou encolhimento. Entrega feita antes do prazo."
006a8c1784d622ebe06bab57e72ee045,1,66.64,66.64,1.0,2.0,1,276,garden_tools,rio de janeiro,RJ,Só recebi os 2 ventiladores. Não recebi pendente meia lua. 
006ab6f5e82340e927757563a9fbe7e4,1,601.2,300.6,3.0,1.0,1,270,toys,nova iguacu,RJ,"Ah q ódio não recebi nada que confirmação vcs querem q eu não recebi Nada?! Parece q não entenderam, o produto esta lá na agência dos correios, mas veio errado e faltando, então não retirei Nada!  | Ah q ódio não recebi nada que confirmação vcs querem q eu não recebi Nada?! Parece q não entenderam, o produto esta lá na agência dos correios, mas veio errado e faltando, então não retirei Nada! "
006b297ed73773b17d8874a2eb4466e8,1,108.46,108.46,10.0,5.0,1,141,stationery,lauro de freitas,BA,Linda mochila e entrega rápida 
006bbb235068a01d2e3e47fa09ccf53c,1,34.0,34.0,1.0,5.0,1,194,housewares,brasilia,DF,
006c10bfead12ac8d90486fb4ce4e603,1,77.22,77.22,1.0,5.0,1,75,computers_accessories,sao bernardo do campo,SP,
006d763076d74d16d66e828e79ec1544,1,99.32,99.32,9.0,5.0,1,389,cool_stuff,montes claros,MG,
006e937bd5a5e32043018a6d1521b5d5,1,199.79,199.79,2.0,5.0,1,261,telephony,salvador,BA,Ótimo produto e chegou bem rápido.
006ec5b170182812131c7d9b219c036f,1,61.77,61.77,1.0,5.0,1,317,computers_accessories,divinopolis,MG,
006f2f20cf0cd723624b99d0e8e40d0c,1,46.1,46.1,1.0,5.0,1,199,garden_tools,curitiba,PR,
00704e915ae0d4a236eace0267454cf9,1,123.39,123.39,1.0,4.0,1,393,sports_leisure,sabara,MG,
00705dcbc0b9cad67abd658612770905,1,47.93,47.93,2.0,5.0,1,18,housewares,sao paulo,SP,
00720f160ff500d3605a1bf403eb62d9,1,118.54,118.54,2.0,5.0,1,102,baby,jundiai,SP,
00728bae3dec9c16b2193ab7e3195eb7,1,211.01,211.01,3.0,5.0,1,226,watches_gifts,paty do alferes,RJ,
00737247e3dc1942da2c527ef3bd2709,1,78.2,78.2,1.0,1.0,1,158,bed_bath_table,vespasiano,MG,"Já comprei vários produtos pelo site lannister.com e sempre recebi bem antes do previsto, este é o segundo tapete que compro, e assim como o outro chegou atrasado. No site não obtém o rastreamento."
0074a1d3f1995ff0538dc7197500973c,1,624.9,624.9,10.0,5.0,1,111,office_furniture,capivari de baixo,SC,
00762eafc5dac5fc1574f91e9b7c9b67,1,233.93,233.93,1.0,5.0,1,202,toys,sao paulo,SP,
007658319c060f337577e8a1834d5df5,1,119.45,119.45,5.0,4.0,1,56,furniture_decor,joao pessoa,PB,
00765d375af0e700f61c57db00a8ee63,1,215.01,215.01,10.0,5.0,1,383,bed_bath_table,santa barbara d'oeste,SP,excelente
0076a71311bb2386a353f5ba87d2aa29,1,70.53,70.53,1.0,5.0,1,396,toys,quixada,CE,
00776f3807b128beca64cd0b27138d92,1,321.57,321.57,4.0,3.0,1,341,luggage_accessories,sao paulo,SP,recomendo
0077ba3f829303a1dce98552495c91a1,1,159.65,159.65,3.0,4.0,1,71,office_furniture,sao paulo,SP,
